Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species,Host Genus,Host Family,Host Order,Year isolated,Longitude,Latitude,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
2294,II,IIA,50,,RS01,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1987,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629934,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2295,II,IIA,50,,RS04,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1987,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629903,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2296,II,IIA,50,,RS05,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1987,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629939,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2297,II,IIA,50,,RS06,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1987,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629904,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2298,II,IIA,50,,RS09,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1987,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629905,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2299,II,IIA,50,,RS116,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1992,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629941,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2300,II,IIA,50,,RS118,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1992,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629910,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2301,II,IIA,50,,RS119,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1992,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629911,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2302,II,IIA,50,,RS141,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1995,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629920,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2303,II,IIA,50,,RS158,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1997,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629833,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2304,II,IIA,50,,RS165,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1997,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629856,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2305,II,IIA,50,,RS167,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1997,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629871,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2306,II,IIA,50,,RS168,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1997,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629872,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2307,II,IIA,50,,RS170,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1997,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629873,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2308,II,IIA,50,,RS171,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1997,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629874,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2309,II,IIA,50,,RS172,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1997,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629933,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2310,II,IIA,50,,RS183,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1999,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629880,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2311,II,IIA,50,,RS184,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1999,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629881,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2312,II,IIA,50,,RS185,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2000,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629882,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2313,II,IIA,50,,RS186,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2000,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629883,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2314,II,IIA,50,,RS187,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2000,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629884,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2315,II,IIA,50,,RS195,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2000,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629902,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2316,II,IIA,50,,RS205,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2001,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629890,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2317,II,IIA,50,,RS208,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2002,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629896,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2318,II,IIA,50,,RS209,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2002,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629897,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2319,II,IIA,50,,RS221,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2003,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629918,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2320,II,IIA,50,,RS243,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2004,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629878,,,"Rossato 2017, https://doi.org/10.1007/s40858-017-0177-x",2017,Kyle Chipman,
2321,II,IIA,50,,RS251,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2005,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629876,,,"Rossato 2017, https://doi.org/10.1007/s40858-017-0177-x",2017,Kyle Chipman,
2322,II,IIA,50,,RS256,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629936,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2323,II,IIA,50,,RS257,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629937,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2324,II,IIA,50,,RS258,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629921,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2325,II,IIA,50,,RS264,,,Eucalyptus pellita (Large-fruited Red Mahogany),,Eucalyptus,Myrtaceae,Myrtales,,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629885,,,"Lee 2020, https://dx.doi.org/10.5423%2FPPJ.OA.06.2020.0095",2020,Darrielle Williams,
2326,II,IIA,50,,RS274,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2007,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629900,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2327,II,IIA,50,,RS285,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2007,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629906,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2328,II,IIA,50,,RS286,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2007,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629940,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2329,II,IIA,50,,RS287,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2007,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629907,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2330,II,IIA,50,,RS288,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2007,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629908,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2331,II,IIA,50,,RS289,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2007,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629938,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2332,II,IIA,50,,RS290,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2007,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629877,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2333,II,IIA,50,,RS308,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2008,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629892,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2334,II,IIA,50,,RS318,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2008,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629930,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2335,II,IIA,50,,RS333,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2008,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629863,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2336,II,IIA,50,,RS340,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2008,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629893,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2337,II,IIA,50,,RS341,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2008,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629894,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2338,II,IIA,50,,RS342,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2008,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629860,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2339,II,IIA,50,,RS343,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2008,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629895,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2340,II,IIA,50,,RS35,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1988,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629866,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2341,II,IIA,50,,RS350,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2008,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629861,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2342,II,IIA,50,,RS363,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2008,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629909,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2343,II,IIA,50,,RS374,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2003,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629879,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2344,II,IIA,50,,RS381,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2008,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629960,,,"Rossato 2017, https://doi.org/10.1007/s40858-017-0177-x",2017,Kyle Chipman,
2345,II,IIA,50,,RS382,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2008,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629931,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2346,II,IIA,50,,RS385,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2009,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629889,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2347,II,IIA,50,,RS386,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2009,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629862,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2348,II,IIA,50,,RS394,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2009,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629898,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2349,II,IIA,50,,RS406,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2010,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629864,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2350,II,IIA,50,,RS407,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2010,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629865,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2351,II,IIA,50,,RS41,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1988,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629867,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2352,II,IIA,50,,RS43,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1988,-55.723118,-22.48867,North Brazil,Brazil,Southern America,South America,,,,KT629935,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2353,II,IIA,50,,RS430,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2010,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629901,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2354,II,IIA,50,,RS443,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629912,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2355,II,IIA,50,,RS444,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629913,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2356,II,IIA,50,,RS445,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629914,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2357,II,IIA,50,,RS446,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629915,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2358,II,IIA,50,,RS452,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629919,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2359,II,IIA,50,,RS453,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629922,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2360,II,IIA,50,,RS454,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629923,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2361,II,IIA,50,,RS455,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629924,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2362,II,IIA,50,,RS456,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629925,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2363,II,IIA,50,,RS457,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629926,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2364,II,IIA,50,,RS458,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629927,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2365,II,IIA,50,,RS463,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2011,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629916,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2366,II,IIA,50,,RS465,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2011,-46.63209,-23.549387,Southeast Brazil,Brazil,Southern America,South America,,,,KT629932,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2367,II,IIA,50,,RS486,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2012,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629835,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2368,II,IIA,50,,RS70,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1990,-42.5339,-8.452,Northeast Brazil,Brazil,Southern America,South America,,,,KT629875,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2369,II,IIA,50,,RS72,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1990,-51.051765,0.037646,Central Brazil,Brazil,Southern America,South America,,,,KT629868,,,"Santiago 2020, https://doi.org/10.1094/PDIS-09-19-1929-RE",2020,Kyle Chipman,
2370,II,IIA,50,,RS93,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1992,-49.69716,-20.738728,South Brazil,Brazil,Southern America,South America,,,,KT629928,,,"Rossato 2017, https://doi.org/10.1007/s40858-017-0177-x",2017,Kyle Chipman,
